Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Browser Actions,Chrome 110.0.0.0,,,2023-03-02 16:57:11,2023-03-02 16:57:32,20.948s,PASSED
,,,,,,,
Test Cases/Browser Operations in Katalon/Advance browser operations,Chrome 110.0.0.0,,,2023-03-02 16:57:11,2023-03-02 16:57:32,20.557s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 110.0.0.0,,,2023-03-02 16:57:11,2023-03-02 16:57:18,6.589s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.218s,PASSED
print(getUrl()),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.077s,PASSED
getWindowTitle(),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.064s,PASSED
print(getWindowTitle()),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.030s,PASSED
currentTab = getWindowIndex(),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.055s,PASSED
driver = getWebDriver(),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.022s,PASSED
js = driver,Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.027s,PASSED
"js.executeScript(""window.open();"")",Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:18,0.091s,PASSED
switchToWindowIndex(currentTab + 1),Chrome 110.0.0.0,,,2023-03-02 16:57:18,2023-03-02 16:57:19,0.096s,PASSED
"navigateToUrl(""https://www.wikipedia.org/"")",Chrome 110.0.0.0,,,2023-03-02 16:57:19,2023-03-02 16:57:20,1.185s,PASSED
"takeScreenshotAsCheckpoint(""wikipedia page"")",Chrome 110.0.0.0,,,2023-03-02 16:57:20,2023-03-02 16:57:22,1.797s,PASSED
getWindowTitle(),Chrome 110.0.0.0,,,2023-03-02 16:57:22,2023-03-02 16:57:22,0.032s,PASSED
getUrl(),Chrome 110.0.0.0,,,2023-03-02 16:57:22,2023-03-02 16:57:22,0.030s,PASSED
switchToWindowIndex(currentTab),Chrome 110.0.0.0,,,2023-03-02 16:57:22,2023-03-02 16:57:22,0.095s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-03-02 16:57:22,2023-03-02 16:57:25,3.066s,PASSED
"switchToWindowTitle(""Wikipedia"")",Chrome 110.0.0.0,,,2023-03-02 16:57:25,2023-03-02 16:57:25,0.157s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-03-02 16:57:25,2023-03-02 16:57:28,3.015s,PASSED
"switchToWindowUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 110.0.0.0,,,2023-03-02 16:57:28,2023-03-02 16:57:28,0.154s,PASSED
"closeWindowTitle(""CURA Healthcare Service"")",Chrome 110.0.0.0,,,2023-03-02 16:57:28,2023-03-02 16:57:28,0.147s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-03-02 16:57:28,2023-03-02 16:57:31,3.020s,PASSED
"closeWindowUrl(""https://www.wikipedia.org/"")",Chrome 110.0.0.0,,,2023-03-02 16:57:31,2023-03-02 16:57:32,0.234s,PASSED
