Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Chrome 109.0.0.0,,,2023-02-03 16:07:18,2023-02-03 16:07:21,3.019s,PASSED
"switchToWindowUrl(""https://www.wikipedia.org/"")",Chrome 109.0.0.0,,,2023-02-03 16:07:21,2023-02-03 16:07:21,0.187s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-03 16:07:21,2023-02-03 16:07:24,3.018s,PASSED
closeWindowIndex(1),Chrome 109.0.0.0,,,2023-02-03 16:07:24,2023-02-03 16:07:24,0.112s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-03 16:07:24,2023-02-03 16:07:27,3.013s,PASSED
closeBrowser(),Chrome 109.0.0.0,,,2023-02-03 16:07:27,2023-02-03 16:07:28,0.717s,PASSED
,,,,,,,
Test Cases/Browser Operations in Katalon/TC_003 Assetions in Katalon,Chrome 109.0.0.0,,,2023-02-03 16:07:28,2023-02-03 16:07:42,14.460s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 109.0.0.0,,,2023-02-03 16:07:28,2023-02-03 16:07:32,4.489s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-03 16:07:32,2023-02-03 16:07:33,0.226s,PASSED
title = getWindowTitle(),Chrome 109.0.0.0,,,2023-02-03 16:07:33,2023-02-03 16:07:33,0.040s,PASSED
"verifyMatch(title, ""CURA Healthcare Service"", true)",Chrome 109.0.0.0,,,2023-02-03 16:07:33,2023-02-03 16:07:33,0.029s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""), 2)",Chrome 109.0.0.0,,,2023-02-03 16:07:33,2023-02-03 16:07:33,0.419s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 109.0.0.0,,,2023-02-03 16:07:33,2023-02-03 16:07:33,0.428s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/Copyright Text""))",Chrome 109.0.0.0,,,2023-02-03 16:07:33,2023-02-03 16:07:34,0.469s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/Make appointment page heading""), 2)",Chrome 109.0.0.0,,,2023-02-03 16:07:34,2023-02-03 16:07:35,0.618s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 109.0.0.0,,,2023-02-03 16:07:35,2023-02-03 16:07:36,1.058s,PASSED
"verifyTextPresent(""Please login to make appointment."", false)",Chrome 109.0.0.0,,,2023-02-03 16:07:36,2023-02-03 16:07:36,0.373s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 109.0.0.0,,,2023-02-03 16:07:36,2023-02-03 16:07:37,0.921s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 109.0.0.0,,,2023-02-03 16:07:37,2023-02-03 16:07:38,0.951s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 109.0.0.0,,,2023-02-03 16:07:38,2023-02-03 16:07:39,1.159s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Make appointment page heading""), ""Make Appointment"")",Chrome 109.0.0.0,,,2023-02-03 16:07:39,2023-02-03 16:07:39,0.378s,PASSED
delay(2),Chrome 109.0.0.0,,,2023-02-03 16:07:39,2023-02-03 16:07:41,2.019s,PASSED
closeBrowser(),Chrome 109.0.0.0,,,2023-02-03 16:07:41,2023-02-03 16:07:42,0.724s,PASSED
