Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(3),Chrome 109.0.0.0,,,2023-02-02 19:04:07,2023-02-02 19:04:10,3.018s,PASSED
refresh(),Chrome 109.0.0.0,,,2023-02-02 19:04:10,2023-02-02 19:04:11,0.464s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-02 19:04:11,2023-02-02 19:04:14,3.012s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 109.0.0.0,,,2023-02-02 19:04:14,2023-02-02 19:04:15,1.264s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-02 19:04:15,2023-02-02 19:04:18,3.010s,PASSED
back(),Chrome 109.0.0.0,,,2023-02-02 19:04:18,2023-02-02 19:04:18,0.413s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-02 19:04:18,2023-02-02 19:04:22,3.015s,PASSED
forward(),Chrome 109.0.0.0,,,2023-02-02 19:04:22,2023-02-02 19:04:22,0.472s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-02-02 19:04:22,2023-02-02 19:04:25,3.020s,PASSED
closeBrowser(),Chrome 109.0.0.0,,,2023-02-02 19:04:25,2023-02-02 19:04:26,0.753s,PASSED
,,,,,,,
Test Cases/Browser Operations in Katalon/Assertions in Katalon,Chrome 109.0.0.0,,,2023-02-02 19:04:26,2023-02-02 19:04:40,14.642s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 109.0.0.0,,,2023-02-02 19:04:26,2023-02-02 19:04:31,4.611s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-02 19:04:31,2023-02-02 19:04:31,0.163s,PASSED
title = getWindowTitle(),Chrome 109.0.0.0,,,2023-02-02 19:04:31,2023-02-02 19:04:31,0.014s,PASSED
"verifyMatch(title, ""CURA Healthcare Service"", true)",Chrome 109.0.0.0,,,2023-02-02 19:04:31,2023-02-02 19:04:31,0.015s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/a_Make Appointment""), 2)",Chrome 109.0.0.0,,,2023-02-02 19:04:31,2023-02-02 19:04:31,0.374s,PASSED
"verifyElementClickable(findTestObject(""Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 109.0.0.0,,,2023-02-02 19:04:31,2023-02-02 19:04:32,0.490s,PASSED
"verifyElementVisible(findTestObject(""Page_CURA Healthcare Service/Copyright Text""))",Chrome 109.0.0.0,,,2023-02-02 19:04:32,2023-02-02 19:04:32,0.518s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/Make appointment page heading""), 2)",Chrome 109.0.0.0,,,2023-02-02 19:04:32,2023-02-02 19:04:33,0.533s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 109.0.0.0,,,2023-02-02 19:04:33,2023-02-02 19:04:34,0.883s,PASSED
"verifyTextPresent(""Please login to make appointment."", false)",Chrome 109.0.0.0,,,2023-02-02 19:04:34,2023-02-02 19:04:34,0.351s,PASSED
delay(2),Chrome 109.0.0.0,,,2023-02-02 19:04:34,2023-02-02 19:04:36,2.020s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 109.0.0.0,,,2023-02-02 19:04:36,2023-02-02 19:04:37,1.014s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 109.0.0.0,,,2023-02-02 19:04:37,2023-02-02 19:04:38,0.766s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 109.0.0.0,,,2023-02-02 19:04:38,2023-02-02 19:04:39,1.338s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Make appointment page heading""), ""Make Appointment"")",Chrome 109.0.0.0,,,2023-02-02 19:04:39,2023-02-02 19:04:40,0.444s,PASSED
closeBrowser(),Chrome 109.0.0.0,,,2023-02-02 19:04:40,2023-02-02 19:04:40,0.735s,PASSED
